company_id,scenario,department_id,headcount,family_link_share_calc,close_family_share,connected_employee_share_calc,promoted_share_connected,surname_concentration,city_concentration,school_concentration,college_concentration,same_high_school_share,same_city_share,same_college_share,same_last_name_share,headcount_feature,connected_employee_share,family_link_share,referral_share,promoted_share,avg_salary,avg_performance,avg_merit,manager_count,family_concentration_component,school_concentration_component,city_concentration_component,college_concentration_component,surname_concentration_component,connected_promotion_component,size_stability_factor,raw_nepotism_risk_score,department_nepotism_risk_score
HNR-11,High nepotism risk,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51900.0,72.9,85.7,0,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MOD-11,Moderate favoritism,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,50500.0,78.8,93.1,0,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MOD-05,Moderate favoritism,D02,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,34400.0,78.4,92.9,1,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MER-14,Merit-based,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,50900.0,74.9,96.3,0,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MER-06,Merit-based,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,53400.0,81.4,92.8,0,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MOD-01,Moderate favoritism,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,54100.0,85.1,98.3,0,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1985
MER-14,Merit-based,D02,5,0.2,0.0,0.6,0.0,0.2,0.8,0.4,0.5,0.0,0.6,0.2,0.2,5,0.8,0.2,0.4,0.0,25200.0,75.42,88.3,2,0.12,0.168,0.716,0.356,0.2,0.0,0.5,0.1602,0.1975
HNR-03,High nepotism risk,D01,2,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,2,1.0,0.0,0.5,0.0,26550.0,62.65,84.5,2,0.0,0.71,0.79,0.52,0.33,0.0,0.35,0.16,0.197
HNR-04,High nepotism risk,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,53000.0,79.6,87.1,0,0.0,0.42,0.58,1.0,0.66,0.0,0.35,0.1574,0.1914
HNR-10,High nepotism risk,D02,3,0.6666666666666666,0.0,1.0,0.0,0.3333,0.6667,0.3333,0.3333,0.3333,0.6667,0.3333,0.0,3,1.0,0.6667,0.6666666666666666,0.0,22933.33333333333,62.4,78.89999999999999,2,0.4,0.3333,0.6667,0.3333,0.22,0.0,0.35,0.155,0.1864
MER-10,Merit-based,D03,3,0.3333333333333333,0.3333,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.3333,3,1.0,0.3333,1.0,0.0,23533.33333333333,69.73333333333333,84.76666666666667,2,0.3333,0.4733,0.5267,0.3333,0.3333,0.0,0.35,0.1536,0.1835
MOD-07,Moderate favoritism,D02,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.6667,0.3333,0.6667,0.6667,0.3333,3,1.0,0.3333,0.6666666666666666,0.0,25733.33333333333,66.63333333333334,88.43333333333334,2,0.2,0.3333,0.6667,0.6667,0.3333,0.0,0.35,0.1526,0.1813
MER-14,Merit-based,D01,5,0.0,0.0,0.8,0.0,0.4,0.4,0.2,0.4,0.4,0.6,0.2,0.2,5,1.0,0.0,0.2,0.0,25140.0,72.64,86.26,2,0.0,0.316,0.484,0.304,0.332,0.0,0.5,0.1518,0.1797
MOD-08,Moderate favoritism,D03,4,0.25,0.0,0.75,0.0,0.5,0.75,0.5,0.5,0.25,0.5,0.0,0.0,4,1.0,0.25,0.5,0.0,21625.0,64.1,81.775,2,0.15,0.355,0.645,0.26,0.33,0.0,0.4,0.1495,0.1748
HNR-16,High nepotism risk,D01,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.3333,0.6667,0.6667,0.3333,0.0,3,1.0,0.3333,0.3333333333333333,0.0,25666.666666666668,60.43333333333334,80.2,2,0.2,0.5267,0.6667,0.3333,0.22,0.0,0.35,0.149,0.1736
MOD-12,Moderate favoritism,D02,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,34700.0,78.7,78.0,1,0.0,0.42,0.58,0.52,1.0,0.0,0.35,0.1467,0.1689
MER-01,Merit-based,D02,3,0.0,0.0,0.6666666666666666,0.0,0.6667,0.6667,0.6667,1.0,0.3333,0.6667,0.3333,0.0,3,1.0,0.0,0.6666666666666666,0.0,23700.0,70.33333333333333,84.23333333333333,2,0.0,0.4733,0.6667,0.68,0.44,0.0,0.35,0.1463,0.1681
MOD-15,Moderate favoritism,D02,3,0.3333333333333333,0.0,1.0,0.0,0.3333,0.6667,0.6667,1.0,0.0,0.6667,0.3333,0.0,3,1.0,0.3333,0.3333333333333333,0.0,25466.666666666668,62.66666666666666,79.96666666666665,2,0.2,0.28,0.6667,0.68,0.22,0.0,0.35,0.1463,0.1679
MER-07,Merit-based,D03,2,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,2,1.0,0.0,0.5,0.0,26550.0,66.0,77.25,2,0.0,0.5,1.0,0.26,0.33,0.0,0.35,0.1462,0.1677
HNR-02,High nepotism risk,D02,5,0.6,0.0,0.6,0.0,0.2,0.2,0.2,0.25,0.0,0.2,0.2,0.0,5,1.0,0.6,0.6,0.0,24160.0,63.4,79.7,2,0.36,0.084,0.2,0.226,0.132,0.0,0.5,0.1436,0.1624
MER-03,Merit-based,D03,5,0.0,0.0,0.6,0.0,0.4,0.4,0.2,0.5,0.2,0.4,0.4,0.2,5,1.0,0.0,0.0,0.0,22960.0,68.1,84.28,2,0.0,0.2,0.4,0.452,0.332,0.0,0.5,0.1424,0.1598
HNR-07,High nepotism risk,D01,4,0.25,0.0,0.75,0.0,0.5,0.75,0.5,0.5,0.0,0.5,0.5,0.0,4,0.75,0.25,0.25,0.0,24925.0,66.775,86.95,2,0.15,0.21,0.645,0.5,0.33,0.0,0.4,0.1394,0.1535
MOD-15,Moderate favoritism,D01,2,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.0,0.0,0.5,28800.0,75.05000000000001,89.65,2,0.0,0.5,0.5,0.26,0.33,1.0,0.35,0.1392,0.1529
MER-07,Merit-based,D01,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,32700.0,69.0,90.8,1,0.0,0.42,1.0,0.0,0.66,0.0,0.35,0.1389,0.1524
MOD-13,Moderate favoritism,D03,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.6667,0.6667,0.3333,0.3333,0.0,0.0,3,1.0,0.3333,0.3333333333333333,0.0,25633.33333333333,65.7,85.13333333333333,2,0.2,0.4733,0.5267,0.3467,0.22,0.0,0.35,0.1379,0.1504
MER-10,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,52600.0,79.0,98.3,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-11,Merit-based,D03,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,34900.0,74.9,86.3,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-15,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,54400.0,86.5,93.7,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-07,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,52900.0,79.5,92.2,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
HNR-06,High nepotism risk,D02,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,31700.0,61.6,87.6,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
HNR-05,High nepotism risk,D03,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,32000.0,65.8,96.0,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
HNR-01,High nepotism risk,D03,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,33100.0,70.1,86.3,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
HNR-02,High nepotism risk,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,49100.0,66.6,88.9,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
HNR-10,High nepotism risk,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,53100.0,78.7,96.6,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-12,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,49200.0,75.6,92.2,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-09,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,52600.0,77.4,91.2,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-13,Merit-based,D02,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,35300.0,78.1,96.5,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MOD-14,Moderate favoritism,D02,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,33300.0,64.9,74.2,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MOD-09,Moderate favoritism,D02,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,34400.0,79.0,97.8,1,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-05,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51000.0,74.5,86.6,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MOD-06,Moderate favoritism,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,52000.0,75.3,83.6,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MOD-14,Moderate favoritism,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51300.0,71.8,91.3,0,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1488
MER-10,Merit-based,D02,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.6667,0.6667,0.6667,0.3333,0.0,3,1.0,0.0,0.6666666666666666,0.3333333333333333,23900.0,73.76666666666667,83.16666666666667,2,0.0,0.5267,0.6667,0.5067,0.22,0.0,0.35,0.1366,0.1476
MOD-02,Moderate favoritism,D03,2,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.5,0.0,2,1.0,0.0,0.0,0.0,28250.0,70.6,86.6,2,0.0,0.21,1.0,0.5,0.33,0.0,0.35,0.1359,0.1461
HNR-14,High nepotism risk,D02,2,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.0,27600.0,69.30000000000001,93.45,2,0.3,0.21,0.29,0.52,0.66,0.0,0.35,0.1357,0.1456
HNR-03,High nepotism risk,D02,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.3333,0.3333,0.6667,0.0,0.0,3,1.0,0.3333,0.3333333333333333,0.0,21500.0,63.53333333333333,82.10000000000001,2,0.2,0.3333,0.6667,0.1733,0.22,0.0,0.35,0.1287,0.1309
MER-08,Merit-based,D03,4,0.0,0.0,0.75,0.0,0.25,0.75,0.5,0.5,0.0,0.75,0.25,0.0,4,1.0,0.0,0.25,0.0,25325.0,74.3,88.225,2,0.0,0.21,0.75,0.38,0.165,0.0,0.4,0.1283,0.1301
MER-05,Merit-based,D03,2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,29050.0,74.4,86.85,2,0.0,0.5,0.5,0.5,0.33,0.0,0.35,0.1282,0.1299
HNR-10,High nepotism risk,D03,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,28500.0,66.6,85.35,2,0.0,0.5,0.5,0.5,0.33,0.0,0.35,0.1282,0.1299
MOD-07,Moderate favoritism,D01,2,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,2,1.0,0.5,1.0,0.0,28950.0,77.75,95.7,2,0.3,0.21,0.5,0.26,0.33,0.0,0.35,0.1273,0.1278
MER-16,Merit-based,EXEC,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,54400.0,87.3,97.4,0,0.0,0.42,0.58,0.0,1.0,0.0,0.35,0.1249,0.1228
MOD-11,Moderate favoritism,D02,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.6667,0.3333,0.3333,0.3333,0.0,3,1.0,0.3333,0.6666666666666666,0.3333333333333333,21366.666666666668,67.66666666666667,71.93333333333334,2,0.2,0.3333,0.3333,0.5067,0.22,0.0,0.35,0.124,0.121
MER-11,Merit-based,D02,5,0.0,0.0,0.2,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.0,0.0,5,1.0,0.0,0.2,0.0,22860.0,66.88,81.38,2,0.0,0.284,0.316,0.104,0.264,0.0,0.5,0.1205,0.1135
MER-04,Merit-based,D01,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.5,0.0,0.6667,0.3333,0.3333,3,1.0,0.0,0.0,0.0,26266.666666666668,72.86666666666667,88.13333333333333,2,0.0,0.28,0.6667,0.42,0.3333,0.0,0.35,0.1189,0.1102
MOD-01,Moderate favoritism,D02,2,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,2,1.0,0.0,0.5,0.5,25850.0,84.75,95.0,2,0.0,0.21,0.5,0.26,0.33,1.0,0.35,0.1189,0.1101
MER-07,Merit-based,D02,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.0,0.5,0.0,24900.0,76.15,83.4,2,0.0,0.5,0.5,0.26,0.33,0.0,0.35,0.1182,0.1086
MER-09,Merit-based,D01,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.0,0.0,0.0,24350.0,69.85,82.55,2,0.0,0.5,0.5,0.26,0.33,0.0,0.35,0.1182,0.1086
HNR-04,High nepotism risk,D03,2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,2,1.0,0.0,1.0,0.0,20700.0,56.6,72.9,2,0.0,0.21,0.5,0.74,0.33,0.0,0.35,0.118,0.1083
MER-01,Merit-based,D03,4,0.0,0.0,0.5,0.0,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.0,4,1.0,0.0,0.0,0.0,25725.0,75.0,85.025,2,0.0,0.355,0.5,0.25,0.165,0.0,0.4,0.1177,0.1076
HNR-09,High nepotism risk,D03,3,0.3333333333333333,0.0,0.6666666666666666,0.5,0.3333,0.3333,0.3333,0.6667,0.0,0.3333,0.0,0.3333,3,1.0,0.3333,1.0,0.3333333333333333,26700.0,76.86666666666666,85.03333333333333,2,0.2,0.14,0.3333,0.3467,0.3333,0.5,0.35,0.1175,0.1071
MER-13,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,52200.0,78.0,88.3,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MOD-04,Moderate favoritism,D03,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,33600.0,68.6,86.0,1,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MOD-09,Moderate favoritism,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51300.0,76.7,94.6,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MER-01,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,54700.0,87.9,95.5,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MOD-13,Moderate favoritism,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51900.0,73.9,100.0,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MOD-03,Moderate favoritism,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,51500.0,71.2,93.4,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MOD-03,Moderate favoritism,D02,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,32400.0,72.0,89.6,1,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MER-11,Merit-based,D01,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,35100.0,81.3,91.4,1,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.1154,0.1027
MER-14,Merit-based,D03,4,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.5,0.25,0.25,0.0,0.0,4,1.0,0.0,0.5,0.0,25400.0,71.825,86.125,2,0.0,0.355,0.395,0.26,0.165,0.0,0.4,0.1114,0.0944
MER-02,Merit-based,D03,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6667,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,3,1.0,0.3333,0.0,0.0,26333.33333333333,72.8,92.73333333333332,2,0.2,0.14,0.1933,0.52,0.44,0.0,0.35,0.1094,0.0901
HNR-12,High nepotism risk,D03,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,24450.0,65.5,80.8,2,0.0,0.21,0.5,0.5,0.33,0.0,0.35,0.1079,0.087
MER-02,Merit-based,D01,5,0.0,0.0,0.6,0.0,0.4,0.4,0.2,0.25,0.0,0.2,0.0,0.4,5,1.0,0.0,0.2,0.0,18260.0,71.42,83.53999999999999,2,0.0,0.084,0.316,0.13,0.4,0.0,0.5,0.1075,0.086
MER-10,Merit-based,D01,2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,2,0.5,0.0,0.0,0.0,27500.0,70.45,86.9,2,0.0,0.5,0.5,0.26,0.5,0.0,0.35,0.1054,0.0817
MER-16,Merit-based,D02,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.3333,0.0,0.6667,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,24166.666666666668,77.7,87.2,2,0.0,0.28,0.6667,0.1733,0.22,0.0,0.35,0.1054,0.0816
MOD-05,Moderate favoritism,D03,4,0.0,0.0,0.25,0.0,0.5,0.5,0.25,0.3333,0.25,0.25,0.0,0.0,4,1.0,0.0,0.0,0.25,22525.0,75.5,82.475,2,0.0,0.25,0.395,0.1733,0.33,0.0,0.4,0.1042,0.079
MER-01,Merit-based,D01,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,2,1.0,0.0,0.5,0.0,27900.0,72.8,87.5,2,0.0,0.21,0.5,0.26,0.5,0.0,0.35,0.1026,0.0758
MOD-10,Moderate favoritism,D01,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.3333,0.3333,0.0,3,1.0,0.0,0.3333333333333333,0.0,26700.0,72.56666666666666,88.46666666666665,2,0.0,0.3333,0.3333,0.42,0.22,0.0,0.35,0.1008,0.0719
MER-04,Merit-based,D03,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.3333,0.3333,0.0,3,1.0,0.0,0.3333333333333333,0.0,24000.0,70.7,90.53333333333336,2,0.0,0.3333,0.3333,0.42,0.22,0.0,0.35,0.1008,0.0719
MOD-13,Moderate favoritism,D02,4,0.0,0.0,0.5,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.0,4,0.75,0.0,0.5,0.0,20650.0,73.85,83.95,2,0.0,0.25,0.25,0.5,0.33,0.0,0.4,0.1006,0.0714
MOD-06,Moderate favoritism,D01,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,2,1.0,0.0,0.0,0.0,28550.0,73.80000000000001,85.35,2,0.0,0.21,0.5,0.26,0.33,0.0,0.35,0.0979,0.0657
HNR-05,High nepotism risk,D02,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.3333,0.0,0.0,3,1.0,0.3333,0.0,0.0,25833.33333333333,66.23333333333333,88.63333333333333,2,0.2,0.14,0.3333,0.1733,0.22,0.0,0.35,0.0965,0.0629
MOD-12,Moderate favoritism,D01,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.3333,0.0,0.3333,0.3333,0.0,3,1.0,0.0,0.0,0.0,23300.0,70.39999999999999,80.60000000000001,2,0.0,0.14,0.5267,0.3333,0.22,0.0,0.35,0.0945,0.0585
MER-13,Merit-based,D03,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.0,22333.33333333333,71.89999999999999,82.03333333333333,2,0.0,0.3333,0.3333,0.26,0.22,0.0,0.35,0.0941,0.0577
MOD-01,Moderate favoritism,D01,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.3333,0.0,0.3333,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,23833.33333333333,73.83333333333333,77.93333333333334,2,0.0,0.14,0.5267,0.1733,0.22,0.0,0.35,0.0877,0.0443
MER-08,Merit-based,D02,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.3333,0.0,0.3333,0.0,0.0,3,1.0,0.0,0.0,0.0,22166.666666666668,68.89999999999999,83.56666666666666,2,0.0,0.14,0.5267,0.1733,0.22,0.0,0.35,0.0877,0.0443
MOD-06,Moderate favoritism,D02,2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.0,0.5,0.5,28400.0,72.5,90.1,2,0.0,0.21,0.29,0.26,0.33,0.0,0.35,0.0861,0.0409
MER-15,Merit-based,D01,2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,24800.0,78.4,85.9,2,0.0,0.21,0.29,0.26,0.33,0.0,0.35,0.0861,0.0409
MER-02,Merit-based,D02,2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.0,0.5,0.0,28600.0,77.65,91.6,2,0.0,0.21,0.29,0.26,0.33,0.0,0.35,0.0861,0.0409
MER-15,Merit-based,D02,2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,28250.0,71.1,89.7,2,0.0,0.21,0.29,0.26,0.33,0.0,0.35,0.0861,0.0409
MER-15,Merit-based,D03,2,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,27600.0,68.85,90.1,2,0.0,0.21,0.29,0.26,0.33,0.0,0.35,0.0861,0.0409
MER-04,Merit-based,D02,3,0.0,0.0,0.0,0.0,0.3333,0.6667,0.3333,0.5,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,26733.33333333333,77.26666666666667,90.46666666666664,2,0.0,0.14,0.3867,0.26,0.22,0.0,0.35,0.0835,0.0355
HNR-09,High nepotism risk,D02,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.3333,0.0,0.3333,0.3333,0.0,3,0.6667,0.0,0.3333333333333333,0.0,25500.0,67.46666666666665,89.83333333333333,2,0.0,0.14,0.5267,0.3333,0.22,0.0,0.35,0.0828,0.0339
MER-08,Merit-based,EXEC,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,52500.0,77.5,91.9,0,0.0,0.42,0.58,0.0,0.66,0.0,0.35,0.0804,0.0288
MER-12,Merit-based,D02,4,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.3333,0.0,0.0,0.25,0.0,4,1.0,0.0,0.0,0.0,25425.0,73.925,87.0,2,0.0,0.105,0.145,0.2933,0.165,0.0,0.4,0.077,0.0218
MER-03,Merit-based,D02,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.3333,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,27066.666666666668,76.83333333333333,87.3,2,0.0,0.14,0.3333,0.1733,0.22,0.0,0.35,0.0769,0.0215
